Client_ID,Total_Tradelines_6m_In,Total_Tradelines_1y_In,Total_Tradelines_2y_In,Max_Trade_3m_Out
108973,4.0,11,19,3552
107199,13.0,13,33,2941
109121,2.0,11,30,13939
107203,0.0,7,28,16956
112352,13.0,13,26,1994
123165,18.0,19,19,6484
116051,12.0,14,14,5753
119069,16.0,28,35,12460
124723,17.0,17,17,6968
114566,10.0,10,21,15188
115418,5.0,19,19,6976
115897,17.0,17,17,19505
106286,2.0,15,15,3100
120230,17.0,17,24,1182
124774,8.0,8,37,3614
102845,19.0,19,19,6518
107257,2.0,24,24,2714
115056,14.0,15,26,9643
101691,11.0,25,25,4802
107961,6.0,14,22,1750
111563,10.0,18,37,7439
113423,13.0,27,27,6162
103454,16.0,26,26,6433
116707,2.0,8,39,2159
111436,13.0,13,19,16075
111173,7.0,19,33,6561
100764,10.0,27,27,6368
103416,1.0,11,11,7372
100166,16.0,25,28,7783
114485,5.0,27,33,5891
100040,14.0,14,14,18623
116828,1.0,11,29,7989
106885,7.0,14,25,18539
104464,1.0,14,36,2358
108193,5.0,15,29,3069
122971,1.0,21,21,16712
112306,6.0,16,25,19578
113804,5.0,22,22,17359
112755,2.0,19,24,19294
110858,10.0,10,36,2096
102910,10.0,22,31,16032
124488,13.0,13,28,13995
110102,13.0,19,39,7188
106653,14.0,17,21,6265
106157,17.0,17,18,2560
124312,7.0,9,26,18891
122600,15.0,27,38,14881
120993,15.0,16,17,9627
122197,4.0,20,20,15512
102955,13.0,14,35,6101
117365,12.0,21,31,6541
119336,4.0,28,28,7760
113080,14.0,18,18,18682
102360,14.0,14,26,15763
103131,2.0,16,31,13834
113739,5.0,16,25,17645
113000,15.0,16,17,10326
118394,16.0,25,25,6398
124188,10.0,10,11,11469
105044,12.0,12,23,3568
121779,10.0,21,21,16591
120972,4.0,21,30,7528
120311,7.0,7,35,1199
109058,15.0,22,22,14270
102097,19.0,19,19,17522
112228,14.0,23,39,6605
113142,0.0,5,31,12303
108290,5.0,11,17,12579
108903,5.0,19,36,3850
120642,19.0,19,30,17238
106897,13.0,13,26,3271
104897,12.0,18,18,14674
122894,4.0,8,34,18365
105672,18.0,18,21,5905
112338,0.0,6,39,11443
121114,5.0,18,22,19393
124858,8.0,8,30,3502
100925,13.0,25,26,16434
119000,2.0,21,31,18908
100257,5.0,5,35,4866
107319,3.0,16,35,7021
120191,2.0,12,26,17984
123304,0.0,15,23,17705
117358,6.0,9,11,2425
112928,12.0,12,31,11564
111389,4.0,17,28,6928
113893,1.0,26,31,10219
108626,10.0,28,29,3839
103951,16.0,16,32,6997
103110,10.0,25,35,11205
108094,7.0,29,31,3012
102084,19.0,20,21,19835
107310,2.0,8,25,2649
105145,2.0,19,19,3240
101417,13.0,18,21,2406
122079,0.0,7,25,18711
115001,12.0,12,21,5907
102202,16.0,22,33,19092
121382,17.0,17,17,4020
115154,14.0,20,39,17043
100035,18.0,28,35,9751
101942,19.0,25,25,14102
104028,5.0,16,16,12284
105269,18.0,18,24,19386
124322,10.0,22,31,4379
117285,6.0,8,16,3315
111450,,19,21,5776
116507,12.0,12,18,12297
116273,5.0,10,36,18696
113153,18.0,19,24,14581
110862,3.0,24,24,1815
100797,14.0,14,14,5628
123602,16.0,16,36,10124
114809,6.0,11,32,9812
108692,6.0,13,23,14903
105224,19.0,19,39,19961
118328,6.0,21,29,11110
114054,14.0,29,36,1112
108137,3.0,20,35,14203
111250,13.0,26,37,19833
113978,16.0,21,24,1958
115259,14.0,15,18,11385
110926,17.0,17,39,4808
115533,13.0,28,28,2958
117509,3.0,18,18,4271
112584,15.0,27,31,16925
111712,15.0,24,24,16587
117380,1.0,21,30,6310
118525,15.0,29,38,11688
104501,4.0,25,25,11101
117335,9.0,14,15,17162
104263,1.0,7,37,17581
107115,9.0,15,17,14548
102543,10.0,24,34,13857
122138,18.0,26,26,11537
103981,4.0,14,19,11135
107815,15.0,22,32,8236
100071,3.0,27,29,2054
113333,12.0,17,30,8720
108543,14.0,22,22,14418
112466,5.0,19,31,4017
112658,16.0,16,29,19261
110664,15.0,20,29,16537
118730,15.0,21,32,1510
105890,10.0,25,36,18636
109765,4.0,19,24,18883
109140,11.0,24,24,16737
105132,13.0,13,16,1504
115734,3.0,14,26,9321
118051,5.0,19,38,8732
110741,9.0,27,30,7721
120748,4.0,15,19,3525
111331,18.0,24,36,11325
120055,3.0,7,33,10828
122813,13.0,15,25,4411
112978,17.0,17,28,9431
114120,18.0,29,37,1545
115484,5.0,28,28,16981
102508,6.0,21,25,17692
102867,0.0,25,25,16183
113530,13.0,19,19,10989
117898,9.0,14,19,6861
118009,11.0,23,23,14928
100661,2.0,23,23,14028
114406,1.0,24,30,18167
107929,6.0,16,32,5872
121676,5.0,17,33,16102
101138,14.0,17,26,8254
101069,17.0,18,19,8621
114750,2.0,5,24,3029
103677,5.0,21,32,6352
109743,18.0,18,34,9812
120656,18.0,18,35,7210
120293,16.0,29,29,15459
112894,2.0,5,32,16497
116176,7.0,9,16,3312
124089,7.0,17,17,6906
122190,7.0,9,18,17099
124196,15.0,15,37,9307
124640,8.0,8,15,7403
105439,14.0,14,36,15474
108416,11.0,15,30,17298
119318,8.0,8,37,12194
118667,7.0,10,31,5807
109299,0.0,25,25,2998
102759,0.0,16,21,18194
112314,14.0,18,18,19083
109881,7.0,20,20,3205
118554,13.0,13,23,14480
101486,4.0,13,16,2364
112903,19.0,19,20,11839
120128,9.0,23,37,11486
101443,12.0,22,22,17463
108614,14.0,14,27,9127
101899,3.0,8,25,19471
115444,7.0,28,28,17418
120579,3.0,7,21,4810
113444,7.0,11,34,3955
122060,13.0,13,17,12071
103797,19.0,19,19,4401
109841,15.0,25,25,6877
104675,17.0,17,32,7584
117055,15.0,15,16,15690
120790,16.0,17,23,19012
121350,14.0,16,36,5158
122727,6.0,11,36,18652
118682,19.0,28,28,5239
104264,7.0,11,38,7908
112983,16.0,20,20,16532
122065,7.0,7,30,18635
100896,1.0,12,30,18554
118569,4.0,17,37,1742
122500,15.0,28,29,7799
112260,1.0,8,12,10185
117163,19.0,26,26,10086
115035,17.0,26,35,2851
116100,8.0,8,20,7420
121584,6.0,21,21,5651
102434,8.0,29,29,16681
114848,4.0,19,19,2768
107587,13.0,13,30,14202
119571,14.0,19,23,14294
120919,18.0,27,32,11681
106252,0.0,8,30,4684
103726,19.0,27,38,16256
104893,17.0,19,22,7393
120813,18.0,18,35,18069
124522,8.0,9,22,15899
105928,12.0,13,39,6775
124299,6.0,19,19,1582
123029,7.0,26,27,2121
102573,5.0,15,15,6795
118040,16.0,18,22,4395
122801,17.0,27,27,14315
102548,5.0,23,23,9236
115830,17.0,26,26,10209
114364,4.0,18,18,7202
103167,18.0,28,28,17308
117493,18.0,21,36,11603
108194,0.0,15,38,13843
123820,0.0,12,16,12742
110076,14.0,14,38,19317
110672,14.0,14,14,11891
105750,19.0,19,30,8515
114733,7.0,19,32,10408
109525,7.0,25,36,12060
106128,9.0,23,34,17023
117095,12.0,12,27,9758
107308,17.0,17,36,11087
124151,11.0,11,11,13592
101591,15.0,22,23,9388
110530,14.0,14,18,15816
119929,0.0,14,38,15402
109871,10.0,10,14,1145
106086,3.0,27,27,17275
114206,8.0,8,14,16094
120980,1.0,7,15,7288
123727,0.0,19,20,14404
114194,2.0,14,17,12543
113053,12.0,13,39,14874
110468,8.0,10,38,2804
103887,8.0,13,13,9487
102588,8.0,14,16,11773
118900,7.0,10,12,2220
110296,5.0,5,32,9083
113801,18.0,25,25,2189
111846,2.0,19,19,14874
117231,0.0,18,20,15591
108490,7.0,7,37,1193
121326,3.0,8,26,12114
123159,13.0,13,18,8869
102903,18.0,18,21,9043
111433,9.0,19,39,5548
115422,0.0,20,22,17674
107242,3.0,29,29,19363
102239,4.0,10,30,11129
107407,6.0,6,26,17447
115504,,17,29,10637
118094,13.0,20,20,17965
109052,0.0,24,30,6237
104983,6.0,15,17,7881
118041,6.0,6,37,5527
111533,3.0,14,32,7400
122195,9.0,9,15,15276
115587,0.0,9,18,4056
113177,13.0,17,21,13131
120096,10.0,20,38,19557
104715,7.0,20,20,2287
109647,17.0,21,21,6683
105123,8.0,21,21,8610
112459,14.0,23,26,19866
112264,12.0,18,18,19953
112454,10.0,22,22,3813
112324,16.0,16,37,3469
124418,0.0,24,24,5106
123175,14.0,14,17,15542
112800,7.0,16,30,11274
108554,17.0,17,32,13391
124569,4.0,29,29,4546
122348,14.0,27,29,13986
120849,15.0,27,27,6087
122718,6.0,7,18,1115
119944,1.0,11,25,5998
101298,10.0,10,22,10757
111222,2.0,19,20,5055
100696,8.0,27,32,1740
102909,19.0,21,25,14485
118535,6.0,7,29,17194
120166,6.0,18,23,10401
114888,17.0,18,18,2277
109327,4.0,18,18,3768
113925,5.0,13,35,1187
100253,1.0,10,21,3544
114184,6.0,18,38,10646
122489,2.0,14,34,1036
101564,7.0,11,22,11208
121047,4.0,26,26,18158
123232,9.0,21,21,10453
112062,18.0,26,26,2381
115480,13.0,24,24,9570
123046,6.0,29,34,1081
104860,5.0,19,39,4430
110890,1.0,23,34,13539
118825,8.0,11,25,15118
121342,1.0,12,16,16849
122344,4.0,27,27,5617
103130,11.0,26,35,17826
108617,5.0,21,31,2190
106540,14.0,24,24,3944
110840,17.0,28,28,10527
115365,7.0,17,29,6435
118215,10.0,10,20,15663
100829,17.0,20,35,6024
103218,15.0,15,17,14847
105340,18.0,21,21,15413
121899,3.0,10,25,13792
103616,10.0,26,26,14642
103711,3.0,11,39,19681
110984,12.0,12,31,3576
113268,6.0,21,21,10117
101112,15.0,23,36,4385
118522,2.0,16,21,16106
122623,1.0,28,32,19388
110961,0.0,14,14,10955
114565,1.0,21,21,7772
120044,2.0,15,22,2090
111064,15.0,23,23,2309
103008,7.0,7,22,1619
107241,15.0,15,36,19585
106738,11.0,24,24,12491
101675,14.0,26,26,5152
121273,15.0,23,23,3491
106423,3.0,15,28,12266
107411,1.0,16,16,18168
112623,5.0,14,29,10502
101756,6.0,20,20,15134
112348,8.0,27,27,1335
114617,12.0,29,31,17873
106975,19.0,27,29,15091
107562,19.0,19,23,1669
106081,6.0,7,26,1495
103689,7.0,21,21,12397
117892,19.0,24,39,15370
123707,11.0,17,17,3374
116573,13.0,13,18,12517
120282,9.0,9,10,9471
120974,11.0,22,35,2115
118460,8.0,8,24,8044
120840,,29,29,11581
122657,1.0,21,21,11059
112535,0.0,17,17,16029
111066,15.0,19,19,12636
123306,0.0,13,13,4880
111501,11.0,21,21,4771
109303,13.0,25,25,17224
106452,1.0,22,29,13941
105180,1.0,14,26,19806
109064,8.0,8,30,7669
122753,4.0,28,28,9233
102512,18.0,18,21,2254
111199,2.0,15,15,19722
111797,9.0,27,34,3539
121921,16.0,18,32,8397
101842,0.0,7,33,14873
113532,15.0,20,30,13254
101091,11.0,12,13,6185
117825,18.0,18,18,9705
103318,1.0,22,22,3731
117376,17.0,17,18,15692
107551,6.0,28,39,6537
111118,2.0,21,21,17592
103088,17.0,17,31,6887
119099,14.0,14,32,6554
116330,16.0,29,39,9418
114132,15.0,19,36,15618
108197,15.0,28,28,1758
106775,19.0,19,19,11099
108464,15.0,28,28,9603
114832,17.0,17,26,13078
107788,14.0,14,21,2467
112031,16.0,16,36,3680
118545,11.0,17,36,1260
113069,4.0,11,21,19841
102492,2.0,18,33,9573
121407,16.0,29,37,4757
118960,6.0,17,29,1321
121504,16.0,25,25,5079
119144,0.0,10,15,11612
111537,13.0,25,25,5294
117777,9.0,9,39,6103
113998,14.0,22,22,12423
110605,7.0,17,31,14699
124360,10.0,23,25,9066
120710,18.0,18,18,19420
108404,19.0,27,27,6250
101987,16.0,25,25,9540
118807,18.0,25,33,6737
115530,11.0,18,18,16158
115694,9.0,17,37,5325
102017,8.0,16,29,8312
119738,15.0,25,34,18299
109383,13.0,13,21,14457
122019,0.0,23,23,19437
111642,13.0,13,25,18135
104781,4.0,25,38,17467
109465,4.0,27,29,18117
106004,13.0,13,38,16548
117427,0.0,11,27,15955
101304,7.0,26,26,18193
100458,7.0,15,27,16408
107573,4.0,25,27,9530
122488,16.0,18,34,19821
113216,17.0,29,29,15155
110631,15.0,25,25,8692
119488,3.0,26,26,15801
121406,5.0,16,16,18829
104762,17.0,28,28,19995
113791,11.0,13,25,3244
116808,4.0,8,15,6394
104916,10.0,23,23,9467
101559,10.0,16,16,19375
123216,0.0,18,38,13588
119389,19.0,19,35,16365
102295,17.0,17,36,11992
123115,10.0,10,18,11913
120214,10.0,25,26,2832
121527,2.0,25,25,17494
117281,17.0,17,18,7320
105098,3.0,19,19,17312
121378,5.0,21,22,10686
122980,5.0,20,20,16314
122198,10.0,10,25,12771
107064,7.0,17,17,4449
121750,2.0,12,14,8557
119718,15.0,16,25,2038
104342,5.0,25,25,10712
105336,8.0,18,24,8458
117793,1.0,21,21,9850
114252,3.0,19,28,13799
124028,18.0,18,30,5108
111284,7.0,12,31,4065
122658,18.0,18,34,9583
116760,9.0,9,33,19652
100233,7.0,9,33,3922
117816,16.0,16,33,17841
118978,12.0,12,15,8259
103834,3.0,27,38,5094
121678,16.0,16,38,16094
114013,0.0,11,21,13557
118870,13.0,24,24,4613
103278,14.0,14,14,16795
101294,5.0,24,24,14618
117575,19.0,21,36,18621
120507,5.0,16,33,3761
118672,1.0,10,12,8160
117139,1.0,19,19,2059
103743,7.0,7,29,7575
102323,13.0,13,36,6214
103733,17.0,22,22,9812
104713,18.0,18,30,10786
108151,0.0,26,28,1056
123697,4.0,25,25,11976
119818,19.0,26,26,2130
109405,19.0,19,34,12443
120559,9.0,28,28,11468
124761,13.0,13,32,11761
116164,10.0,20,35,8678
114271,15.0,26,36,11256
102994,12.0,21,21,15647
112671,9.0,9,29,17439
119453,7.0,29,29,13935
102828,3.0,19,35,12274
113413,6.0,28,28,16564
120099,17.0,17,37,6464
116722,16.0,16,35,6294
123386,14.0,15,25,9448
112233,15.0,15,34,14458
118306,9.0,21,32,13545
120702,17.0,17,32,19506
124401,7.0,19,31,11652
111210,2.0,29,29,8267
121786,11.0,11,20,18416
108111,10.0,25,25,17700
117277,19.0,24,24,5055
121245,11.0,24,24,14684
100546,15.0,20,20,18511
101398,14.0,22,22,11136
121337,17.0,17,25,9861
115578,17.0,18,33,18073
114412,10.0,10,37,5673
112693,9.0,24,24,1008
121162,11.0,26,39,1667
108267,1.0,24,32,19664
100083,4.0,25,33,10572
120488,3.0,22,30,14752
108474,16.0,27,39,9634
107511,7.0,17,17,13347
102710,14.0,20,25,13953
100209,3.0,7,11,9594
106773,15.0,15,25,4340
107426,13.0,23,23,18450
122867,2.0,25,32,9227
118938,6.0,18,25,6641
107699,17.0,18,26,15953
108064,9.0,9,11,15424
122235,18.0,27,39,6564
111561,17.0,17,34,13099
108766,9.0,12,35,8370
108814,1.0,26,33,1609
105703,3.0,10,38,18177
105423,12.0,16,39,15032
108040,1.0,13,37,17282
115531,7.0,24,32,15720
114153,3.0,7,26,7463
105746,7.0,14,21,2912
118665,17.0,17,30,15203
115981,0.0,23,39,14889
121573,16.0,16,22,2823
123129,7.0,11,21,10938
101621,7.0,28,33,5798
120238,11.0,28,28,18320
102830,17.0,18,18,10298
109629,19.0,20,20,10185
104529,2.0,8,17,19620
108364,13.0,18,26,16595
103552,7.0,13,13,5614
123943,0.0,5,14,1406
124629,10.0,16,16,14445
100843,15.0,15,17,16893
123073,11.0,27,27,13879
120154,10.0,10,32,7864
109292,4.0,15,36,18827
118479,3.0,14,23,16632
110067,12.0,17,39,2960
123811,13.0,13,23,10981
103553,17.0,17,30,18568
100148,8.0,8,27,9069
100293,12.0,12,20,7268
103659,17.0,17,35,3181
104146,1.0,9,36,19980
110147,14.0,22,34,5548
114881,9.0,18,18,7106
114588,11.0,28,28,15379
121978,3.0,16,39,8318
102170,6.0,9,21,15407
124861,7.0,15,24,15454
121984,,25,36,15215
104884,3.0,21,21,16174
124129,4.0,9,28,18509
102616,0.0,5,23,3137
100967,12.0,18,26,19533
110295,0.0,13,32,9848
108838,8.0,11,25,1334
100107,19.0,19,25,9652
110400,16.0,27,27,13874
124202,18.0,18,24,6061
107180,19.0,19,19,15654
121014,5.0,25,31,4914
101918,6.0,16,38,11347
112005,6.0,15,36,7026
116334,1.0,27,27,12640
104046,10.0,21,21,7531
113868,2.0,12,27,2812
120035,13.0,23,39,12692
118021,2.0,12,27,2279
112148,15.0,21,26,7971
110110,11.0,26,27,19894
115042,1.0,18,31,3644
121106,14.0,15,15,17967
113992,11.0,22,22,14257
102822,11.0,27,27,2948
123043,16.0,26,36,17522
107708,17.0,17,19,1763
119640,7.0,22,22,4922
113206,10.0,25,27,10317
105169,12.0,24,24,19286
109925,19.0,23,23,3909
119249,11.0,17,34,19122
106800,17.0,17,31,18697
102974,18.0,18,30,5665
112824,13.0,28,32,11884
120915,14.0,29,29,2864
102169,0.0,5,22,18233
115956,13.0,29,38,16940
115404,0.0,14,24,6691
118224,12.0,24,37,1359
116496,6.0,15,19,6023
114070,11.0,26,26,14024
117660,14.0,23,23,2330
108186,8.0,10,25,12353
118599,8.0,8,25,8259
122474,13.0,13,13,15065
117595,17.0,17,23,7993
119877,17.0,17,17,7339
105375,7.0,11,15,5608
105965,4.0,27,28,1193
103009,10.0,11,20,6465
122330,18.0,18,18,1837
109262,9.0,9,10,10513
105977,5.0,23,23,8810
106987,4.0,15,23,13171
117888,19.0,19,19,6405
101558,0.0,26,35,17925
107780,12.0,20,36,6696
106122,1.0,12,12,8588
104870,16.0,16,16,3735
106450,16.0,16,27,2323
106331,2.0,6,23,10243
100202,19.0,19,19,1559
113718,10.0,17,31,19052
123953,10.0,24,24,9190
117240,16.0,21,32,2387
124025,12.0,12,31,4081
120141,13.0,13,13,14557
105516,3.0,18,35,13799
115194,8.0,17,32,19121
106198,15.0,27,27,13009
109160,7.0,25,25,10796
104726,6.0,16,29,2091
114451,3.0,22,25,12076
120245,19.0,29,31,11674
100931,17.0,29,29,7029
123836,4.0,11,22,4742
106597,11.0,11,34,2776
113043,13.0,13,34,7327
103016,1.0,26,26,1198
100902,16.0,23,23,10410
100826,8.0,20,33,1060
120244,12.0,14,16,16035
100320,17.0,17,17,4696
114110,10.0,13,29,4938
121136,13.0,13,13,11571
101136,2.0,20,34,13131
106387,13.0,19,19,3284
104641,19.0,19,22,10420
119504,9.0,9,20,2115
105535,15.0,22,22,6423
117802,0.0,5,28,19465
114200,6.0,15,15,5275
107758,9.0,12,32,11015
118298,9.0,11,24,13576
105502,16.0,25,25,18089
107906,5.0,13,16,15277
124710,13.0,14,31,10511
118762,12.0,26,26,10920
113046,1.0,12,22,15185
105567,1.0,16,16,17951
101446,13.0,15,36,16902
119607,5.0,7,13,3390
105264,5.0,19,19,18114
115126,0.0,9,11,1341
106785,10.0,11,12,3760
109426,11.0,20,20,2621
119992,16.0,29,29,1546
118475,1.0,6,19,16255
102545,14.0,15,21,2937
102885,16.0,27,27,9627
108969,11.0,26,37,14196
111790,19.0,19,19,7629
120793,9.0,26,33,10811
119396,11.0,11,37,8660
113606,10.0,19,35,17177
119557,14.0,15,30,1980
112814,14.0,24,24,14411
107567,3.0,7,25,3093
107018,6.0,25,30,16222
100589,1.0,11,13,18229
105936,16.0,22,38,2745
122771,16.0,20,20,13936
109376,0.0,23,23,1294
122297,9.0,18,21,6834
122386,19.0,19,19,14483
120173,11.0,25,36,14607
117025,9.0,9,26,10689
105848,2.0,14,19,19521
109694,5.0,21,21,4812
100236,13.0,13,31,4517
115186,7.0,15,16,13839
123937,6.0,15,22,12990
107050,8.0,19,36,1894
109152,17.0,17,30,19351
111603,0.0,23,33,15358
111510,8.0,19,30,2346
101209,,22,39,5820
114603,8.0,23,23,6749
121040,15.0,22,22,13792
101858,14.0,17,39,12200
106567,18.0,18,32,10390
121558,0.0,15,30,19621
112947,2.0,9,30,5841
110297,8.0,18,34,3251
120207,13.0,13,13,14070
119317,18.0,18,18,1435
103127,17.0,17,35,11423
102649,11.0,11,38,13225
121751,3.0,7,24,2096
122485,13.0,17,33,2868
114146,15.0,29,29,12177
121997,19.0,23,23,19972
121438,15.0,15,22,2175
106782,0.0,14,16,11779
111445,8.0,20,22,16579
112782,2.0,19,19,6124
104334,19.0,19,30,5673
111908,15.0,27,27,14533
118580,10.0,28,28,3543
105992,6.0,26,26,12776
110017,17.0,17,29,4898
102194,4.0,10,13,19146
120216,8.0,18,18,14196
110336,11.0,20,20,14097
110722,7.0,26,33,11756
101144,4.0,10,18,15711
100426,14.0,29,30,18702
103715,6.0,6,19,12201
107987,16.0,21,21,13717
107449,14.0,21,21,16994
121523,2.0,20,20,1641
120852,8.0,26,38,12614
124065,3.0,19,19,4727
112797,11.0,25,25,1391
100811,6.0,8,23,19143
109310,6.0,20,36,7806
121011,9.0,28,28,11700
114792,4.0,29,35,6664
117070,3.0,16,16,16262
101146,5.0,28,30,18089
103556,14.0,27,37,7708
117795,19.0,19,39,16752
110670,7.0,29,29,18218
105583,2.0,20,39,9657
123841,9.0,17,17,17718
101131,5.0,24,28,18991
107601,7.0,12,18,7869
124713,18.0,18,18,3305
101970,15.0,15,33,5568
116324,7.0,29,29,2943
109046,7.0,10,35,3265
121881,13.0,21,21,14101
115536,2.0,14,16,4786
109786,6.0,28,37,5251
101253,18.0,18,30,12899
122565,16.0,16,20,4564
102873,3.0,9,16,5027
101396,16.0,26,26,13355
106819,18.0,18,18,7701
115594,15.0,22,35,2098
121275,13.0,25,25,7343
108985,15.0,15,38,18266
117739,14.0,26,36,16574
107528,5.0,5,39,8222
114641,16.0,16,30,2904
117212,15.0,15,25,13891
119883,4.0,12,18,11986
119946,15.0,15,25,10385
112574,8.0,23,33,6840
106690,17.0,17,17,13723
110975,18.0,18,38,9333
109656,4.0,26,34,16375
118058,17.0,17,23,10673
122303,8.0,8,35,18582
119725,5.0,22,22,1157
116377,19.0,21,36,18133
107495,4.0,27,27,12156
104809,9.0,25,36,19589
104287,10.0,10,15,18461
108113,5.0,24,24,18668
102612,11.0,23,23,6316
105731,18.0,18,18,8824
123270,12.0,16,33,7942
100687,15.0,15,38,13393
110790,1.0,13,37,5916
110121,11.0,18,18,18140
100889,19.0,19,34,7246
124618,18.0,18,22,13592
110276,17.0,19,19,10953
110464,1.0,17,23,1190
110817,15.0,15,31,15821
116604,14.0,14,16,18147
122203,19.0,22,22,1488
113559,6.0,24,24,14064
104040,0.0,7,29,13914
124317,7.0,23,23,1899
115866,9.0,9,26,1217
119435,16.0,16,38,17475
110541,13.0,23,23,4511
102980,2.0,18,18,1698
112357,9.0,17,17,2451
114183,15.0,19,37,10014
100517,4.0,15,20,16828
108216,16.0,20,29,4770
115391,18.0,18,39,2024
122615,3.0,29,29,4511
106139,19.0,19,38,5189
120872,15.0,15,24,17262
101333,8.0,24,24,6363
122756,2.0,14,24,7341
105309,10.0,12,16,13028
121854,17.0,17,35,11020
115108,4.0,8,28,13952
100816,14.0,20,28,5401
117788,13.0,17,17,14965
111647,5.0,25,25,6449
123128,2.0,26,31,14475
116514,18.0,18,20,1458
118076,0.0,28,28,10472
112390,19.0,27,27,9086
100971,9.0,16,21,10814
107340,18.0,29,29,19659
118388,3.0,21,21,19531
113106,19.0,26,26,13850
117406,13.0,23,23,11686
121658,10.0,28,28,3136
120834,3.0,11,26,17339
110815,5.0,10,12,5110
100226,9.0,10,39,12474
122531,6.0,6,26,19051
110079,10.0,12,14,12278
103680,7.0,22,25,9216
124263,4.0,20,35,12886
102933,10.0,15,15,8634
106590,5.0,9,13,2259
124039,1.0,22,37,3014
111867,19.0,19,30,5874
100771,9.0,27,33,1603
107550,1.0,12,12,3050
114379,6.0,18,32,18683
110306,10.0,28,28,12943
107997,14.0,27,27,18480
110897,0.0,29,38,9231
123564,12.0,17,18,15453
120963,0.0,15,15,18153
120634,18.0,18,30,7997
118408,15.0,27,27,13963
101794,7.0,7,32,3942
107901,19.0,19,31,10149
101228,18.0,18,38,4085
117104,19.0,25,25,11613
113463,9.0,23,28,9848
106543,19.0,19,19,17326
112053,4.0,18,39,12008
115783,17.0,17,18,11429
119438,12.0,18,18,1164
114817,1.0,22,36,19956
124550,3.0,27,27,11630
109556,11.0,11,26,10964
103367,14.0,14,37,12075
121572,2.0,6,30,17034
115450,18.0,18,18,11344
122135,5.0,13,27,17416
100227,10.0,10,27,1237
101849,0.0,15,15,12179
108578,16.0,28,32,17616
115654,9.0,9,37,1221
123307,3.0,29,29,1875
103389,18.0,18,18,12792
112424,7.0,25,30,8302
106145,2.0,21,21,11083
111823,10.0,17,32,5589
119160,10.0,10,21,18973
100011,9.0,20,20,1786
120804,8.0,11,35,14536
110191,5.0,10,37,18509
103540,2.0,25,34,14725
122692,11.0,17,29,10219
124297,1.0,11,37,4498
119198,8.0,29,29,12538
106668,5.0,20,28,4431
121701,2.0,24,28,19920
102036,18.0,18,26,18037
123479,6.0,14,28,15350
117735,10.0,10,38,3750
115107,15.0,15,15,7346
104898,9.0,9,27,5177
105636,4.0,22,25,8040
119874,15.0,15,24,18387
111050,10.0,11,12,2679
120647,8.0,11,32,1899
113264,10.0,13,16,18937
113064,12.0,12,12,4193
115113,12.0,24,24,7840
112519,4.0,7,38,17742
115354,11.0,26,29,14827
120041,6.0,21,34,2128
117828,19.0,29,30,12199
104665,16.0,20,20,9551
119875,11.0,18,38,2564
119970,15.0,25,34,13882
116921,9.0,21,38,2138
108645,12.0,27,37,18094
112499,3.0,26,34,18867
102226,3.0,7,33,3629
113275,2.0,26,39,13707
102016,17.0,20,28,14250
113712,18.0,24,24,14631
119132,17.0,17,19,13812
114033,14.0,22,22,3847
107952,14.0,14,38,6251
108337,16.0,16,23,11451
106594,0.0,27,27,3223
124788,14.0,28,28,7678
116940,2.0,20,27,16302
121872,17.0,26,35,2763
109002,9.0,20,20,9314
104558,11.0,23,39,2478
112119,4.0,14,31,1252
118809,9.0,18,23,3010
114340,2.0,18,18,16239
102141,12.0,12,38,14202
121959,3.0,8,16,18556
100383,18.0,27,27,4159
119581,11.0,27,27,10448
110802,18.0,22,27,2655
116291,9.0,18,18,2583
107042,16.0,16,39,16400
120542,16.0,25,25,7242
109033,7.0,26,27,5797
104645,6.0,13,20,5309
116259,16.0,16,22,4034
109911,9.0,21,23,19958
108271,1.0,24,24,19607
118323,19.0,19,25,19889
117160,17.0,17,17,6394
114598,13.0,15,22,15492
113115,5.0,15,33,14286
109949,15.0,29,35,16730
103866,12.0,12,35,8793
113541,14.0,23,28,4278
121483,2.0,19,35,10339
119155,13.0,13,27,11354
116948,9.0,17,17,15359
119340,3.0,19,31,12457
108013,19.0,19,29,1534
105887,2.0,11,29,1036
112699,14.0,14,28,3524
122155,7.0,19,19,5096
119040,8.0,22,38,11596
114414,19.0,19,20,15040
116582,17.0,21,39,11048
114161,1.0,18,35,11936
101342,5.0,17,17,4545
110628,4.0,16,17,4350
117223,2.0,26,26,11259
110132,11.0,13,36,2009
112380,18.0,18,28,9274
115170,17.0,24,24,5259
111068,14.0,14,25,18779
120984,5.0,27,27,4813
116571,5.0,10,17,14514
110816,7.0,7,38,3272
117124,10.0,11,29,3940
117122,1.0,25,25,1654
116913,15.0,15,37,17974
114742,4.0,6,26,9361
118365,17.0,17,20,3633
111474,18.0,18,20,7011
103878,14.0,23,23,10498
122150,2.0,24,24,7805
113247,12.0,12,15,19806
109859,4.0,27,27,12310
113870,10.0,29,29,5285
100307,13.0,20,20,2711
121815,6.0,8,17,3665
123321,4.0,22,33,3112
124681,4.0,16,27,4637
121246,10.0,18,34,6551
107578,3.0,10,13,3698
113209,14.0,29,37,18660
123689,18.0,18,22,1794
110374,4.0,15,15,11649
104192,1.0,22,29,10129
103563,10.0,24,35,15503
110505,19.0,26,26,6266
120472,17.0,18,28,14568
102826,17.0,28,28,5156
122609,19.0,19,20,13903
