Client_ID,Total_Enquiry_6m_In,Total_Enquiry_1y_In,Total_Enquiry_2y_In
102804,6.0,18,28
102576,11.0,11,11
114821,7.0,13,27
108149,8.0,9,34
120697,3.0,18,18
105608,4.0,4,23
110421,13.0,13,22
107571,9.0,9,27
117129,1.0,20,20
112133,0.0,19,22
115916,1.0,9,33
107085,2.0,8,23
113867,3.0,20,20
116805,8.0,23,23
117814,4.0,15,18
113014,6.0,6,11
102013,14.0,14,22
102434,7.0,18,34
100007,2.0,21,34
101171,2.0,8,11
120014,9.0,9,13
106519,8.0,8,8
107434,13.0,13,24
112378,2.0,15,15
119688,9.0,14,23
116358,12.0,12,27
112372,4.0,19,22
114860,6.0,6,7
112164,6.0,15,21
103466,1.0,7,7
122770,6.0,13,34
112875,0.0,4,5
122808,8.0,19,19
102909,5.0,15,23
106747,8.0,10,26
104842,9.0,17,32
114946,7.0,19,19
105728,13.0,19,19
121131,12.0,24,26
103037,0.0,11,11
100606,8.0,20,20
106095,1.0,16,16
119904,8.0,8,14
124749,3.0,24,24
113446,,11,18
117570,10.0,22,22
101512,14.0,15,27
121039,11.0,11,11
102798,13.0,13,23
104738,9.0,9,13
117186,12.0,12,31
103936,3.0,12,12
107550,5.0,24,24
108087,13.0,13,13
119201,5.0,17,17
103312,0.0,19,19
116982,7.0,7,31
121178,10.0,10,14
112542,11.0,13,13
120643,5.0,18,18
103176,14.0,14,21
118368,7.0,7,10
118535,7.0,8,9
108954,2.0,5,9
108098,0.0,21,21
102737,8.0,8,15
110022,3.0,16,25
107414,0.0,23,23
102193,9.0,11,12
107401,5.0,22,34
109274,1.0,7,23
115709,10.0,24,24
108612,12.0,24,24
123102,0.0,18,18
104535,13.0,23,23
116867,3.0,4,33
120606,11.0,20,20
106884,6.0,21,21
100624,8.0,15,15
122128,0.0,15,15
100434,13.0,13,13
112720,0.0,22,27
103472,10.0,21,21
104350,13.0,22,22
109417,13.0,21,21
111798,9.0,9,23
118121,14.0,14,28
101243,9.0,21,21
119865,6.0,23,25
108439,13.0,13,13
124157,,19,19
119920,10.0,24,24
104190,5.0,22,29
115887,7.0,24,24
105751,7.0,9,33
110720,9.0,14,23
116194,10.0,10,10
115295,9.0,21,21
110862,3.0,4,20
102338,4.0,24,24
108529,11.0,23,28
110639,1.0,3,29
113715,8.0,22,26
122927,13.0,18,18
101761,10.0,11,17
105741,11.0,11,11
102367,1.0,19,19
102664,8.0,14,19
107363,2.0,7,24
103515,5.0,8,24
114269,14.0,14,15
122990,9.0,23,23
107067,8.0,22,29
118947,4.0,15,33
114054,5.0,15,33
115544,8.0,14,24
116319,10.0,24,24
121462,11.0,17,17
108928,7.0,21,34
123708,4.0,6,16
107606,1.0,7,11
114363,12.0,13,13
104194,2.0,22,25
124578,13.0,20,20
103556,2.0,3,9
107075,0.0,14,19
121986,8.0,8,20
118888,5.0,21,21
106361,11.0,12,26
107268,3.0,6,10
100384,10.0,17,19
110108,12.0,16,31
101797,11.0,11,13
103580,1.0,6,13
124243,1.0,12,12
119913,1.0,14,23
110291,4.0,8,20
122448,2.0,13,26
103196,10.0,22,26
123226,0.0,21,23
119372,12.0,14,32
121395,7.0,21,26
116434,8.0,17,17
102030,7.0,7,23
108694,5.0,18,21
122807,12.0,23,25
104063,11.0,13,18
110889,13.0,13,13
124103,10.0,20,20
103090,0.0,19,26
103781,13.0,19,34
121401,3.0,22,22
107936,12.0,12,26
115360,3.0,17,28
114296,9.0,9,31
109302,12.0,12,27
101742,12.0,20,22
109140,1.0,19,19
108913,9.0,9,27
106886,0.0,24,24
111723,7.0,9,21
104759,9.0,9,10
113569,12.0,15,26
117606,5.0,22,33
108418,13.0,13,24
113118,13.0,13,13
107944,12.0,18,18
121053,1.0,6,34
107311,14.0,17,17
108659,0.0,9,33
121508,7.0,14,14
114378,,6,18
109854,11.0,11,11
108342,4.0,24,24
105304,13.0,17,17
121253,6.0,8,8
117530,6.0,6,7
124154,10.0,22,33
106204,0.0,7,21
104290,10.0,11,24
114918,14.0,14,14
109450,13.0,23,23
120466,7.0,11,29
116314,3.0,10,14
100955,1.0,14,14
112134,2.0,13,33
116886,2.0,7,33
108952,10.0,19,33
104510,2.0,8,8
113208,10.0,10,19
101124,11.0,21,30
116329,11.0,24,32
109891,6.0,6,8
124669,1.0,9,15
115749,2.0,6,6
110749,13.0,13,18
117900,9.0,9,34
116560,13.0,13,30
108090,0.0,6,10
120482,7.0,12,27
118751,12.0,12,30
110743,8.0,8,16
101109,8.0,18,18
100556,5.0,23,23
108523,8.0,21,21
115589,8.0,8,31
105688,3.0,19,29
122672,8.0,12,34
123204,10.0,10,10
104423,6.0,12,29
112166,2.0,22,22
113854,2.0,9,9
100183,4.0,20,20
124178,2.0,20,22
105160,10.0,16,31
109285,9.0,9,30
121013,8.0,12,23
110199,11.0,12,15
118998,6.0,6,7
121041,0.0,15,33
122045,12.0,16,23
103873,4.0,15,20
109759,6.0,22,26
115075,13.0,13,26
123095,14.0,17,25
111620,8.0,22,22
102277,6.0,20,33
115614,10.0,22,22
102745,5.0,23,29
104891,0.0,13,20
107630,10.0,10,18
123582,4.0,9,21
106186,8.0,13,13
110224,4.0,18,18
101237,13.0,13,28
114606,3.0,6,8
122783,9.0,16,33
124069,3.0,24,24
115986,7.0,24,24
121098,9.0,9,13
101586,14.0,14,17
122366,6.0,23,23
119930,12.0,12,13
101933,0.0,5,10
117581,2.0,12,16
114787,9.0,19,19
122384,10.0,10,20
109256,6.0,6,23
111720,5.0,7,28
123401,2.0,23,23
113317,11.0,11,29
124607,10.0,10,29
118400,6.0,18,18
119694,11.0,14,18
120852,6.0,6,13
113562,8.0,22,30
117980,1.0,22,22
120098,9.0,9,10
111610,9.0,15,16
105399,7.0,24,24
122049,10.0,24,24
111026,7.0,24,24
116839,2.0,13,32
111202,6.0,10,34
112979,12.0,15,28
100210,11.0,11,11
124336,14.0,14,30
108020,11.0,15,33
114730,1.0,15,15
107475,11.0,20,20
101453,6.0,21,21
120074,6.0,17,17
120249,4.0,21,21
123147,1.0,8,24
111491,12.0,12,29
107805,6.0,17,17
107317,13.0,15,15
109319,6.0,6,31
116455,5.0,15,21
123832,,6,14
122517,0.0,6,16
123362,8.0,8,8
116624,10.0,19,30
109920,7.0,19,19
120594,8.0,8,11
102481,6.0,11,20
105787,8.0,19,19
118686,10.0,10,16
110204,9.0,19,19
121277,1.0,12,12
120112,13.0,13,19
103636,5.0,6,34
124878,10.0,18,20
117623,4.0,23,30
104179,2.0,10,10
103786,8.0,13,17
117221,8.0,22,22
101484,,10,34
101193,2.0,9,10
105533,10.0,22,22
111728,3.0,11,22
114452,4.0,4,29
110671,4.0,10,12
118962,9.0,9,9
107821,1.0,13,18
115456,13.0,13,21
109295,10.0,13,18
118868,10.0,17,17
105605,10.0,18,18
119627,1.0,3,23
101970,13.0,19,32
118139,14.0,23,23
109933,,17,20
124593,12.0,14,21
117146,11.0,11,33
103678,5.0,22,22
113844,10.0,12,23
121500,9.0,15,31
105764,11.0,22,32
111590,3.0,8,33
119032,5.0,6,10
107237,11.0,11,11
113617,12.0,12,29
102998,13.0,13,26
105950,0.0,13,31
108565,5.0,9,31
107398,11.0,11,11
121394,7.0,7,9
123122,6.0,10,11
105814,5.0,16,16
104095,5.0,12,18
102861,10.0,17,30
120473,4.0,17,20
103725,10.0,20,20
103278,11.0,24,31
121563,8.0,24,28
100424,12.0,12,19
111711,14.0,24,24
108037,8.0,15,24
122836,7.0,18,18
119801,14.0,22,22
114474,6.0,13,13
119414,3.0,15,21
116691,7.0,15,24
106986,14.0,18,18
110837,7.0,14,20
114974,0.0,3,19
123573,2.0,6,28
116492,10.0,10,10
100242,4.0,19,31
118087,13.0,13,15
112517,1.0,21,33
104720,3.0,23,23
110940,8.0,15,27
123790,2.0,5,26
105217,3.0,11,11
123414,6.0,6,6
121091,9.0,20,30
105782,5.0,12,26
120448,11.0,22,22
115673,4.0,7,19
103572,3.0,9,18
110899,12.0,14,25
123455,12.0,14,33
117673,3.0,7,15
117842,0.0,17,25
117191,8.0,8,14
116213,13.0,23,23
105824,9.0,17,26
124618,1.0,12,29
112361,5.0,18,23
120499,6.0,21,21
111828,1.0,24,24
102549,10.0,18,21
100060,1.0,14,27
112493,1.0,20,20
118558,4.0,18,30
102128,3.0,7,28
120935,11.0,21,21
105280,12.0,12,17
101835,9.0,24,24
110939,0.0,21,33
113675,11.0,16,16
112465,9.0,9,12
101039,1.0,19,19
106739,4.0,4,20
118739,4.0,11,18
114293,6.0,15,20
111364,3.0,15,15
119566,3.0,24,24
102379,9.0,9,21
120782,4.0,8,33
108715,4.0,6,18
114106,6.0,10,26
104252,4.0,24,24
115366,6.0,6,34
106512,14.0,14,31
109537,6.0,9,9
119036,4.0,8,12
105560,6.0,15,15
117317,9.0,9,20
116756,1.0,13,13
108614,5.0,18,21
109839,0.0,5,33
119384,4.0,13,17
101664,10.0,10,25
124332,4.0,18,18
101387,8.0,8,17
123463,6.0,18,24
103011,2.0,7,14
110354,3.0,11,15
105734,7.0,20,21
107222,10.0,10,18
123470,11.0,11,17
122982,1.0,8,14
105012,5.0,21,21
122286,14.0,17,22
121630,9.0,19,26
116027,14.0,17,17
117982,8.0,8,18
101393,2.0,19,19
108085,7.0,8,9
110499,6.0,18,21
109897,1.0,21,22
110341,8.0,11,28
112322,9.0,20,23
103787,3.0,13,13
116093,1.0,8,17
100559,13.0,13,15
113660,1.0,12,12
112594,13.0,18,23
121363,12.0,20,31
107675,10.0,10,33
107685,8.0,13,32
120517,4.0,5,26
112316,10.0,10,10
111545,2.0,6,12
105772,10.0,10,30
114901,1.0,3,31
108444,12.0,22,22
119219,7.0,14,25
114697,1.0,7,27
112112,10.0,10,27
111784,12.0,12,12
123804,0.0,13,19
100062,0.0,6,31
108564,11.0,23,34
122738,7.0,14,14
119005,12.0,22,33
105026,9.0,23,24
110188,9.0,9,33
112302,7.0,24,30
102034,8.0,15,15
104511,8.0,8,26
116234,8.0,15,23
106735,4.0,12,12
104806,8.0,11,12
106643,12.0,18,19
116495,8.0,9,19
108054,3.0,8,8
118162,5.0,12,12
119646,4.0,6,21
120195,12.0,12,12
106293,1.0,13,20
113997,1.0,11,28
105014,,24,24
117956,2.0,21,33
110202,9.0,19,19
105386,11.0,23,23
105034,2.0,8,8
109566,11.0,14,32
100631,13.0,22,22
104867,12.0,14,17
110846,9.0,17,17
100691,12.0,16,16
112212,14.0,14,31
113406,1.0,15,15
107733,6.0,23,31
100814,8.0,20,20
103350,1.0,5,11
101883,11.0,14,17
114990,,12,20
118004,3.0,18,20
106413,11.0,11,25
108685,0.0,17,29
117264,0.0,23,32
110793,13.0,14,26
105620,14.0,14,31
117499,8.0,8,25
119206,9.0,9,9
123211,14.0,21,29
104770,1.0,5,10
115816,3.0,22,22
114883,11.0,11,11
101923,8.0,8,11
105037,7.0,12,12
100073,7.0,15,34
102605,1.0,11,21
112990,13.0,13,14
122294,14.0,14,14
120397,12.0,12,17
105865,14.0,14,29
100315,4.0,7,10
109310,6.0,6,27
112712,14.0,19,19
118479,10.0,10,22
110691,9.0,18,33
100066,3.0,4,7
109070,6.0,19,19
119728,6.0,9,30
102993,9.0,15,19
103695,4.0,22,31
103344,2.0,21,21
102171,2.0,11,25
117258,0.0,5,15
106408,9.0,9,14
118752,0.0,15,25
110379,0.0,22,22
117045,10.0,10,20
100690,13.0,19,19
113855,6.0,21,26
104436,9.0,9,26
120327,10.0,16,16
109762,10.0,14,22
123811,3.0,8,34
103460,7.0,7,14
103307,11.0,11,22
104348,2.0,6,8
110261,7.0,8,32
110028,8.0,8,17
116377,4.0,23,31
103124,13.0,17,26
102907,3.0,12,12
124807,,23,26
102211,6.0,6,8
115917,11.0,18,18
101432,0.0,17,17
120831,11.0,21,21
117081,11.0,24,24
109634,12.0,23,23
116185,5.0,21,21
103054,3.0,17,34
104917,6.0,21,29
110844,0.0,24,24
119609,1.0,18,18
108938,4.0,4,17
109226,8.0,16,16
109825,1.0,7,17
119236,6.0,23,23
120567,1.0,4,33
112956,11.0,11,21
117429,14.0,14,14
113884,2.0,8,8
116980,1.0,13,32
123377,6.0,23,23
107301,13.0,17,17
118043,5.0,21,26
116716,1.0,9,11
112785,11.0,13,16
122436,12.0,12,14
110238,6.0,13,13
119063,5.0,18,18
100008,8.0,8,10
108095,8.0,18,34
113432,1.0,9,21
121095,9.0,12,15
107634,5.0,20,27
112880,2.0,12,24
112856,7.0,12,34
103571,13.0,14,28
108544,14.0,23,26
118464,12.0,13,13
124515,2.0,5,20
103630,10.0,20,20
117108,12.0,12,21
116647,4.0,5,31
103107,9.0,15,26
115063,4.0,4,10
100368,3.0,4,26
120132,11.0,11,15
114313,4.0,23,34
100616,6.0,6,21
117831,13.0,15,17
121193,7.0,22,22
120637,6.0,20,28
121318,1.0,13,13
107122,13.0,21,24
115253,5.0,10,10
122146,9.0,17,22
119997,13.0,20,20
121761,1.0,5,23
101329,10.0,16,23
119329,13.0,13,13
101717,13.0,13,22
110453,2.0,22,22
101779,7.0,7,11
109570,10.0,18,34
123699,8.0,8,29
107335,2.0,4,28
119276,2.0,15,15
104333,0.0,14,22
120687,3.0,21,24
120520,4.0,11,32
117827,11.0,11,13
113541,6.0,19,19
123382,3.0,13,31
111452,11.0,20,31
100495,6.0,7,19
101916,0.0,13,17
115531,13.0,24,24
122390,12.0,17,17
104196,1.0,7,9
119116,2.0,20,27
122011,10.0,14,24
118502,5.0,7,8
109695,8.0,21,26
109629,1.0,14,33
100554,1.0,4,34
114270,12.0,20,20
119606,12.0,12,29
118517,10.0,18,24
104158,3.0,24,24
108273,12.0,12,27
118546,2.0,20,27
101735,6.0,6,7
120675,13.0,13,13
103888,2.0,17,29
120704,12.0,21,21
104463,6.0,13,23
113724,1.0,19,33
102010,0.0,7,19
121658,0.0,13,22
124259,4.0,13,17
113205,13.0,13,13
103825,11.0,11,28
123453,4.0,15,15
111417,7.0,7,23
109665,13.0,24,29
118683,2.0,16,25
106185,1.0,8,12
116061,4.0,20,20
109962,8.0,8,8
107583,13.0,23,26
114182,2.0,15,25
109188,1.0,17,19
114496,3.0,5,6
104138,7.0,24,24
108108,4.0,5,32
121055,2.0,24,24
117545,1.0,14,26
110251,2.0,22,33
105470,6.0,19,19
107015,3.0,23,23
120188,1.0,15,20
109619,6.0,14,32
101935,12.0,12,18
105297,2.0,14,26
116440,13.0,13,13
109856,6.0,6,20
124399,9.0,22,31
109170,7.0,24,25
106553,7.0,9,9
104240,14.0,14,29
102438,2.0,24,24
107750,1.0,12,33
116996,13.0,18,18
115009,10.0,18,20
108795,7.0,19,19
100769,0.0,5,9
124886,7.0,14,14
106931,2.0,12,21
112376,5.0,10,14
121928,12.0,23,28
107287,13.0,13,27
118992,10.0,23,25
108368,12.0,23,23
100394,1.0,9,27
105715,0.0,23,32
111804,9.0,9,33
104619,5.0,7,9
101105,0.0,19,24
113006,2.0,8,13
110038,4.0,23,23
105391,8.0,8,29
112897,8.0,12,12
111885,12.0,21,21
123493,7.0,7,7
108413,14.0,17,33
103154,2.0,7,20
122907,1.0,5,13
101070,8.0,8,15
102243,11.0,20,24
108933,4.0,8,8
114818,6.0,7,9
105870,7.0,12,26
124890,0.0,18,18
101875,2.0,13,13
122076,9.0,9,32
105393,1.0,9,9
117759,2.0,20,20
112983,12.0,21,21
117293,14.0,14,14
116959,6.0,10,23
114985,14.0,14,14
108844,13.0,13,13
114326,4.0,21,21
106261,2.0,3,10
111115,13.0,13,24
119142,5.0,5,18
118314,0.0,8,34
118709,4.0,24,24
103193,14.0,14,14
114341,4.0,19,21
114211,11.0,11,11
112485,0.0,18,18
117017,8.0,8,29
112541,7.0,23,23
111577,8.0,13,32
102563,7.0,7,23
114240,12.0,12,12
107263,13.0,13,13
113835,3.0,4,9
121840,3.0,5,14
116895,9.0,19,23
109492,0.0,3,11
107452,10.0,21,22
114647,10.0,10,10
107371,5.0,8,26
114576,9.0,9,10
103203,12.0,24,29
120946,11.0,11,13
115349,5.0,5,28
110710,7.0,21,21
116822,1.0,17,17
110653,7.0,9,11
109773,3.0,24,24
121949,1.0,21,25
108060,4.0,4,31
111496,7.0,19,19
111926,9.0,9,30
121140,8.0,8,33
107592,3.0,19,19
115825,7.0,19,19
104307,13.0,21,24
109671,10.0,23,23
109715,4.0,13,13
119759,10.0,10,16
111643,14.0,24,25
113872,2.0,12,12
101057,,17,20
109353,6.0,21,31
104460,14.0,14,32
101318,11.0,13,16
105892,6.0,11,21
117190,13.0,13,28
114813,3.0,17,17
114765,10.0,18,20
100444,12.0,21,21
109246,8.0,15,28
121032,0.0,10,30
108340,8.0,12,12
103264,1.0,21,34
124871,7.0,9,19
113909,5.0,13,13
118952,11.0,23,23
102456,5.0,5,22
109985,0.0,3,16
102784,12.0,12,12
121578,6.0,20,24
122630,0.0,10,25
123891,3.0,6,6
118972,2.0,22,22
119161,3.0,7,13
105268,14.0,14,32
102281,14.0,17,17
102445,3.0,11,13
121656,13.0,13,28
112704,7.0,20,20
124455,7.0,13,16
101371,8.0,8,8
114246,13.0,13,14
102879,4.0,11,15
115153,1.0,4,5
121153,11.0,11,19
103986,11.0,17,17
109807,9.0,20,20
110745,9.0,24,24
116741,11.0,11,25
105604,8.0,21,21
107912,6.0,6,24
109355,12.0,12,12
106752,5.0,24,24
122043,10.0,13,13
111911,6.0,11,11
110935,14.0,16,20
106365,4.0,7,10
115111,11.0,11,20
121054,0.0,16,16
124924,1.0,20,20
123335,9.0,19,26
121067,11.0,20,30
105067,14.0,14,19
118438,4.0,8,34
103893,2.0,7,31
105690,14.0,18,18
107500,6.0,23,23
120563,11.0,20,22
124282,13.0,14,14
118204,7.0,17,17
104144,11.0,12,20
117199,13.0,18,18
123187,13.0,14,14
110729,8.0,12,13
122318,10.0,10,17
114808,8.0,11,33
104205,9.0,9,33
111146,10.0,13,18
100877,2.0,11,27
122174,12.0,24,24
109928,10.0,10,34
117265,4.0,19,19
119401,6.0,15,29
106061,4.0,9,9
110298,1.0,8,20
102723,2.0,17,31
101299,4.0,6,6
106126,4.0,9,30
113712,12.0,12,12
112108,8.0,8,33
104565,13.0,13,15
106958,3.0,5,13
113415,8.0,15,31
104338,3.0,3,12
119493,2.0,10,10
119649,11.0,11,29
114937,0.0,24,30
101017,12.0,20,22
121080,14.0,14,19
116323,8.0,8,16
122597,1.0,16,29
103293,13.0,14,14
113435,6.0,14,15
124125,7.0,9,9
109991,9.0,9,34
114423,8.0,8,22
113469,13.0,13,30
120083,11.0,11,28
100902,10.0,10,10
104633,6.0,15,29
105436,7.0,7,12
105174,1.0,9,12
115774,14.0,22,25
109691,0.0,17,17
112834,1.0,19,19
113674,6.0,7,21
108808,7.0,19,19
117096,14.0,15,24
118482,7.0,21,21
120226,6.0,21,23
110880,14.0,14,22
119647,11.0,11,14
116271,11.0,24,24
103333,14.0,19,30
124614,6.0,7,30
124205,5.0,9,15
113832,3.0,7,11
104241,14.0,14,14
106696,12.0,20,24
107981,11.0,11,17
124139,11.0,24,24
105466,14.0,14,31
118509,8.0,8,13
120113,4.0,14,18
109232,3.0,12,12
112614,2.0,23,23
117994,13.0,21,23
102766,,12,27
111793,7.0,17,22
121628,6.0,6,32
123374,8.0,17,32
121922,13.0,13,13
124149,1.0,16,32
118547,1.0,11,13
113813,9.0,23,23
109085,6.0,6,34
119471,9.0,12,12
124209,10.0,24,24
112090,8.0,9,16
113970,4.0,23,23
107617,10.0,20,34
109704,6.0,23,23
115523,5.0,12,26
123314,12.0,12,32
114435,13.0,13,32
116111,10.0,22,22
121990,3.0,3,5
120427,7.0,14,27
103430,11.0,11,11
102876,1.0,9,22
107109,1.0,5,27
108538,1.0,22,22
116070,0.0,11,22
109360,2.0,5,31
120765,3.0,23,26
120523,14.0,22,31
119586,13.0,21,21
100097,5.0,6,22
108625,5.0,21,21
113328,14.0,14,34
116338,12.0,12,12
118776,13.0,20,28
116102,6.0,6,8
104455,5.0,17,32
103211,9.0,16,18
118371,14.0,18,18
100477,,15,15
121424,11.0,14,33
117849,14.0,18,18
113858,14.0,14,14
117442,3.0,10,10
112241,1.0,3,23
106820,2.0,11,23
109356,9.0,14,24
121706,13.0,18,23
119773,3.0,21,30
117870,12.0,15,34
123162,0.0,17,17
108827,7.0,10,10
119816,5.0,21,21
110148,7.0,8,24
100578,8.0,11,26
124395,3.0,16,30
123943,12.0,12,16
110791,13.0,21,21
107525,14.0,14,33
102665,5.0,12,32
112694,14.0,19,23
112588,8.0,14,28
100369,9.0,9,31
116316,7.0,7,33
111349,14.0,14,27
118480,3.0,22,22
118742,3.0,11,20
111330,14.0,20,24
117832,2.0,6,8
112076,8.0,23,32
108379,5.0,11,32
121520,11.0,11,11
110032,7.0,7,14
110770,11.0,20,20
107165,3.0,24,24
117875,7.0,18,18
110126,6.0,18,18
121295,2.0,11,16
107622,0.0,21,21
101849,12.0,13,13
113248,6.0,9,34
107732,0.0,11,24
110137,4.0,12,12
103858,6.0,9,28
103393,8.0,13,23
110578,4.0,4,19
117433,3.0,19,19
109604,9.0,9,9
120426,,20,20
109559,13.0,13,24
100839,11.0,22,22
100946,9.0,22,22
117600,11.0,11,30
103773,10.0,24,24
106671,13.0,13,13
102833,9.0,19,19
113817,1.0,3,7
119839,14.0,14,20
112312,5.0,6,29
115595,14.0,23,23
112235,4.0,18,33
113937,3.0,18,18
107004,2.0,9,21
106952,2.0,12,26
103525,8.0,8,28
123770,5.0,7,23
106275,13.0,21,21
123174,1.0,20,20
112855,6.0,22,23
114856,3.0,21,24
100116,14.0,18,18
120789,9.0,10,13
120622,4.0,4,24
123897,11.0,11,24
111197,11.0,13,13
118240,2.0,23,31
122900,1.0,17,26
115570,6.0,21,21
119756,14.0,14,14
103621,8.0,8,30
123346,2.0,15,33
104313,3.0,12,20
100443,10.0,10,11
101977,6.0,14,14
115355,2.0,13,28
101559,10.0,17,17
103483,12.0,12,26
103670,10.0,13,27
104758,8.0,23,23
122129,10.0,10,18
106121,10.0,14,29
116150,2.0,20,20
101836,14.0,20,27
116092,2.0,22,30
109886,5.0,20,25
105007,7.0,14,20
106511,6.0,6,25
108264,7.0,16,29
123835,10.0,15,15
114938,11.0,15,15
124622,9.0,22,22
124861,4.0,17,17
107693,6.0,6,8
105346,12.0,12,34
119803,4.0,10,32
119223,3.0,23,34
112271,4.0,12,30
113294,1.0,24,24
101583,2.0,14,31
100025,14.0,14,17
108129,11.0,11,14
121786,13.0,13,25
109139,10.0,19,28
104363,5.0,8,24
108034,13.0,13,18
103810,4.0,11,23
104018,11.0,11,34
121276,2.0,17,17
114079,13.0,13,25
105360,1.0,22,29
103198,8.0,8,33
111888,8.0,20,23
117448,14.0,14,34
118032,2.0,10,33
109613,11.0,15,15
105476,1.0,22,31
119983,6.0,6,6
111602,12.0,12,24
113194,1.0,10,19
103604,0.0,18,24
100366,2.0,11,13
101061,12.0,18,26
102966,4.0,7,33
117463,13.0,19,27
101368,13.0,23,23
110049,13.0,13,18
103298,6.0,7,7
120635,6.0,10,10
121627,5.0,15,27
112208,8.0,8,14
107343,12.0,21,21
113894,4.0,11,27
119132,12.0,24,24
108829,1.0,11,32
107608,3.0,13,21
124356,4.0,18,30
100550,13.0,13,24
118615,13.0,17,27
111884,6.0,6,17
105890,8.0,15,29
115105,11.0,23,33
103681,0.0,7,24
112752,7.0,11,23
119977,1.0,8,16
115292,5.0,19,28
110516,3.0,13,19
123098,1.0,9,25
123222,4.0,8,27
113808,0.0,24,24
100516,13.0,15,15
120462,7.0,13,15
124100,9.0,9,31
117781,9.0,12,12
108843,9.0,20,20
102442,0.0,4,33
113304,11.0,22,22
107422,10.0,12,12
119547,4.0,13,25
117744,10.0,23,23
114684,7.0,10,21
102704,4.0,16,16
104809,6.0,22,25
123746,9.0,9,9
110474,7.0,8,20
116010,14.0,14,14
121139,4.0,15,23
105324,7.0,18,18
116299,3.0,8,33
111451,10.0,14,26
108835,13.0,13,17
120673,9.0,19,30
102922,14.0,14,17
115821,7.0,7,15
107393,12.0,17,17
103042,4.0,21,21
105048,0.0,14,14
101072,6.0,11,24
111467,1.0,4,18
109904,7.0,8,19
117810,8.0,16,22
122022,5.0,16,22
121393,14.0,14,14
117835,12.0,12,13
123349,8.0,13,13
122356,2.0,8,8
106550,14.0,17,17
109415,10.0,23,26
100200,4.0,21,21
102586,5.0,16,21
104086,12.0,12,26
101873,13.0,21,25
123997,13.0,13,29
123602,1.0,16,18
108332,2.0,21,30
112091,2.0,3,11
109965,0.0,18,33
111176,11.0,11,12
110954,14.0,14,23
103615,5.0,5,20
102153,6.0,6,11
119949,9.0,10,10
105133,4.0,24,24
103602,3.0,4,24
108172,8.0,20,34
108500,11.0,11,30
110258,10.0,24,24
111717,8.0,12,25
113364,6.0,15,15
120037,3.0,11,11
124811,4.0,22,22
120522,2.0,22,22
111445,9.0,22,22
122130,1.0,10,18
118918,1.0,9,31
114957,14.0,23,34
115508,10.0,10,10
118191,3.0,19,27
123845,2.0,24,24
124684,7.0,7,22
111971,6.0,19,19
101300,13.0,13,14
107649,4.0,10,13
101289,5.0,11,32
107388,6.0,15,32
113690,14.0,14,24
123738,2.0,9,28
121267,13.0,13,13
104566,0.0,20,33
120636,10.0,10,12
102671,6.0,23,23
107960,8.0,8,17
109385,14.0,18,18
101941,4.0,14,14
115714,5.0,22,34
116843,6.0,24,24
106159,9.0,9,19
106543,9.0,18,18
101044,10.0,10,28
117099,11.0,20,32
100310,14.0,14,26
116840,13.0,23,23
108879,12.0,22,34
117943,4.0,6,21
115947,0.0,3,13
120551,4.0,11,22
104524,13.0,13,13
120156,14.0,14,14
111520,14.0,14,20
118601,0.0,16,20
116761,9.0,9,23
113086,12.0,13,15
107441,5.0,7,14
107420,10.0,10,31
116363,14.0,18,18
111677,13.0,21,29
124753,0.0,23,23
105270,12.0,12,20
114283,9.0,9,9
124701,0.0,15,24
119848,0.0,21,34
100818,14.0,24,31
116645,6.0,22,22
106196,10.0,15,32
106842,0.0,13,14
101178,11.0,11,15
101183,4.0,15,16
122419,6.0,18,18
122636,2.0,8,28
115128,11.0,21,26
105180,3.0,14,14
115375,4.0,5,5
108308,13.0,13,26
120375,14.0,14,14
102254,6.0,13,27
103835,2.0,6,14
101687,7.0,17,17
118146,8.0,19,19
112673,3.0,15,26
121924,1.0,6,33
120898,10.0,22,22
122036,0.0,15,15
116967,12.0,17,17
123071,12.0,12,12
124307,12.0,24,24
114008,9.0,17,17
102543,14.0,14,21
121107,11.0,11,25
116274,4.0,23,23
109345,2.0,16,20
107584,1.0,23,24
117177,14.0,14,29
100271,13.0,14,17
110426,11.0,11,33
106800,5.0,9,9
113350,6.0,18,32
114720,2.0,24,24
122772,0.0,7,18
107812,12.0,12,26
123807,0.0,5,16
101778,8.0,24,24
103577,2.0,21,21
103116,,14,14
112356,4.0,6,28
117235,2.0,22,22
103407,10.0,21,21
110386,5.0,16,16
104198,1.0,14,19
109221,3.0,7,34
101674,13.0,13,26
123995,6.0,8,13
124700,7.0,16,19
123786,12.0,12,12
111581,2.0,13,15
104733,0.0,10,12
103944,1.0,4,15
104993,12.0,16,19
105699,14.0,14,27
112830,2.0,5,6
122737,13.0,23,23
116579,12.0,15,30
106108,10.0,10,28
109758,5.0,5,12
120198,14.0,14,14
114245,6.0,11,30
117859,13.0,13,33
105902,14.0,14,15
119356,8.0,16,22
117054,8.0,21,32
124503,12.0,12,13
105598,10.0,14,20
102111,0.0,4,10
121434,13.0,19,23
111779,13.0,13,34
106808,14.0,14,28
113140,14.0,19,19
113459,13.0,13,16
107871,12.0,12,24
115879,11.0,12,31
108901,8.0,12,12
119962,14.0,24,24
121660,4.0,14,29
122299,0.0,8,33
114643,4.0,24,27
106919,14.0,16,28
104687,,11,13
103103,13.0,13,13
